path,type,source,author,license,generation_command,sha256
templates/hd2d_wuxia/assets/enemy/ghost_r_idle_atlas.dsprite.json,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,e1b68492a55e723e5b5f3f5fa16b39cf5b4a36e6d9f7870e5cc172244a259d99
templates/hd2d_wuxia/assets/enemy/ghost_r_idle_atlas.png,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,99d1bbee51ea8cca35ad22599426ee35b63ef96643e9ec7f370eaff92151f1e9
templates/hd2d_wuxia/assets/enemy/ghost_r_walk_0.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,6a9a2223731b532dc70e0d1300243c75866ca6b9ab879ce8e2757b3bed90acd1
templates/hd2d_wuxia/assets/enemy/ghost_r_walk_1.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,e724347cb48dc0034b2af6269dce5bc1fc33afa5a2fe242a940982d293674307
templates/hd2d_wuxia/assets/enemy/ghost_r_walk_2.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,21caeb06ae78842fac647a82532b876c7223c58db5a4f14e24c4f642ec5fb7a4
templates/hd2d_wuxia/assets/enemy/ghost_r_walk_3.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,424fe5a2c9e7542d5052f1271a40babb55a756b414f35023b292ded8b1658940
templates/hd2d_wuxia/assets/enemy/ghost_r_walk_4.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,fca8cccbd1f1d1a4c225d715c6115aaac5aaa573fdcc6957384e0400f6bec517
templates/hd2d_wuxia/assets/enemy/ghost_r_walk_5.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,1477e8b63afebf3be16626237049d8b7c112ec68496a5aac86d32595047aa0bb
templates/hd2d_wuxia/assets/enemy/ghost_r_walk_atlas.dsprite.json,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,46ef41422f1e168fdd97685104e3d6d2b6c2bcca14c84267c2318192a36834e9
templates/hd2d_wuxia/assets/enemy/ghost_r_walk_atlas.png,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,e700bfc53ac37a74dac25e3f0fc940594f3ef601affdb21b3fb6b116d0e557de
templates/hd2d_wuxia/assets/enemy/wolf_l_attack_0.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,ec76f6e0fa47b50630a39ee4dcc081315d6371d770dbc34e73191322d253a154
templates/hd2d_wuxia/assets/enemy/wolf_l_attack_1.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,1b6eaabde1c6dee8fb417bfd1a6c331b09fbc74b957df132f84441181c2b6e79
templates/hd2d_wuxia/assets/enemy/wolf_l_attack_2.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,1de880e74f638a281606a0a2756e5ab85a6acb908e306694568eb0bc85ede819
templates/hd2d_wuxia/assets/enemy/wolf_l_attack_atlas.dsprite.json,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,4635fbbc32d0e831f4839e5a39759631feeef7bb37b77cdd3ecd8a5fa841121f
templates/hd2d_wuxia/assets/enemy/wolf_l_attack_atlas.png,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,e7ac3b9ca0863cf192269c1b4294b667ebcdb893cc40e9742cd356ada3bc8511
templates/hd2d_wuxia/assets/enemy/wolf_l_die_0.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,1b6eaabde1c6dee8fb417bfd1a6c331b09fbc74b957df132f84441181c2b6e79
templates/hd2d_wuxia/assets/enemy/wolf_l_die_1.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,8b11f0e9af211e096eebc989aaef8a2750118c075a15d7a410a1d3ce6455f234
templates/hd2d_wuxia/assets/enemy/wolf_l_die_2.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,1b6eaabde1c6dee8fb417bfd1a6c331b09fbc74b957df132f84441181c2b6e79
templates/hd2d_wuxia/assets/enemy/wolf_l_die_3.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,8b11f0e9af211e096eebc989aaef8a2750118c075a15d7a410a1d3ce6455f234
templates/hd2d_wuxia/assets/enemy/wolf_l_die_atlas.dsprite.json,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,0041ad0ffafaff755f7de0243e8d741b501898a192ea093643768b0f8eddabb9
templates/hd2d_wuxia/assets/enemy/wolf_l_die_atlas.png,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,3b2bf9d27e26a86cc2c31a6ca83a2830e291f5737c8c60bbc69cc010d8357dec
templates/hd2d_wuxia/assets/enemy/wolf_l_hurt_0.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,b43d0b0ba0914624fa707f862700cf4b036b4eec3dea775eb3cbb9c6285382d9
templates/hd2d_wuxia/assets/enemy/wolf_l_hurt_atlas.dsprite.json,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,fdb5e4f14f86ef4a18536371b5865871d89c40255abe33cbcd5d50f0236ab7da
templates/hd2d_wuxia/assets/enemy/wolf_l_hurt_atlas.png,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,0f49250517e3d3f6fbb8a9856dfbf280f4c15cd9330273ea6d257673c4458aaf
templates/hd2d_wuxia/assets/enemy/wolf_l_idle_0.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,ec76f6e0fa47b50630a39ee4dcc081315d6371d770dbc34e73191322d253a154
templates/hd2d_wuxia/assets/enemy/wolf_l_idle_1.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,1cd5576f431591e51587b25548c6a3b0b2a2c9f9b0f52db05f1d4f682f0de61e
templates/hd2d_wuxia/assets/enemy/wolf_l_idle_2.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,ec76f6e0fa47b50630a39ee4dcc081315d6371d770dbc34e73191322d253a154
templates/hd2d_wuxia/assets/enemy/wolf_l_idle_atlas.dsprite.json,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,81508761d3dc1a5bdb1620a79dcfa52f91c16d18a649ccecf819cd7bfc698e88
templates/hd2d_wuxia/assets/enemy/wolf_l_idle_atlas.png,图集描述/图集 PNG,gen_atlases.py,DSEngine Authors,Apache-2.0,G3,188f935a4e0b40f00923365ea0dc5413f03f40c4cea1453480eae4c77d52f761
templates/hd2d_wuxia/assets/enemy/wolf_l_walk_0.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,ec76f6e0fa47b50630a39ee4dcc081315d6371d770dbc34e73191322d253a154
templates/hd2d_wuxia/assets/enemy/wolf_l_walk_1.png,角色/敌人/NPC/FX 序列帧 PNG,generate_assets.py + gen_lib.py,DSEngine Authors,Apache-2.0,G1,19c7649089be9b79dcc6157a8e90b9fc79c3330843c7c4e8808fdcc9920cbf00
